CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL415136	559.62	4.48	119.84	1	COc1ccc(c(OC)c1)n2c(CCc3ccccc3)nnc2[C@H](NC(=O)c4cnccn4)c5c[nH]c6ccccc56	IC50	300	nM
CHEMBL267197	573.64	4.49	119.84	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](NC(=O)c4cnccn4)c5c[nH]c6ccccc56)c(OC)c1	IC50	5	nM
CHEMBL540604	482.62	4.49	87.79	0	Cl.NCCCCCCNC(=O)CN1C(=Nc2ccc(cc2C1=O)c3ccccc3)CCc4ccccc4	IC50	16	nM
CHEMBL391588	594.75	4.5	103.01	1	COc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C6CCNCC6)c(OC)c1	IC50	0.9	nM
CHEMBL3319218	560.09	4.5	148.33	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(ccc4Cl)C#C)sc3c2)CC1	IC50	5.1	nM
CHEMBL241664	550.69	4.5	93.78	1	COc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H]6CCCN6)cc1	IC50	9.5	nM
CHEMBL397109	550.69	4.5	93.78	1	COc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H]6CCCN6)cc1	IC50	32	nM
CHEMBL392663	580.72	4.5	103.01	1	COc1ccc(N2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C6CCNCC6)c(OC)c1	IC50	63	nM
CHEMBL401084	543.62	4.51	110.61	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](NC(=O)c4cnccn4)c5c[nH]c6ccccc56)cc1	IC50	14	nM
CHEMBL252501	594.7	4.51	137.15	1	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](CC(=O)OCc5ccccc5)NC(=O)C(C)(C)N)cc1	IC50	450	nM
CHEMBL394179	506.64	4.51	84.55	1	O=C(N[C@H](Cc1c[nH]c2ccccc12)C3=NNC(CCc4ccccc4)N3c5ccccc5)[C@@H]6CCCN6	IC50	1000	nM
CHEMBL240509	564.72	4.52	93.78	1	COc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C6CCNCC6)cc1	IC50	0.6	nM
CHEMBL1079108	530.68	4.52	121.7	1	CC(C)(N)Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)NC(C)(C)c3cccc4ccccc34)cc2)cc1	IC50	2	nM
CHEMBL1080389	441.5	4.52	56.41	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccccc5F	IC50	9.1	nM
CHEMBL1080927	441.5	4.52	56.41	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4F)c5ccccc5	IC50	17.7	nM
CHEMBL1080926	441.5	4.52	56.41	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccc(F)cc5	IC50	64	nM
CHEMBL1082210	441.5	4.52	56.41	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5cccc(F)c5	IC50	147	nM
CHEMBL323974	523.63	4.52	98.32	1	CN(C)CCCN1C(=O)[C@H](CCc2ccccc2)N(Cc3ccc(cc3)c4ccccc4c5nn[nH]n5)C1=O	IC50	4000	nM
CHEMBL400174	552.67	4.53	120.08	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](NC(=O)C(C)(C)N)c4c[nH]c5ccccc45)c(OC)c1	IC50	60	nM
CHEMBL391922	520.67	4.53	84.55	1	O=C(N[C@H](Cc1c[nH]c2ccccc12)C3=NNC(CCc4ccccc4)N3c5ccccc5)C6CCNCC6	IC50	468	nM
CHEMBL183123	322.44	4.54	32.34	0	CCN(CC)c1ccc(NC(=O)C2CCc3ccccc3C2)cc1	IC50	2700	nM
CHEMBL249638	522.64	4.55	110.85	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](NC(=O)C(C)(C)N)c4c[nH]c5ccccc45)cc1	IC50	11	nM
CHEMBL3586027	528.99	4.58	94.6	1	Clc1cc(ccn1)c2cnc(NCc3ccc4CCOc4c3)c(c2)C(=O)NCC5COc6ccccc6O5	IC50	6.9	nM
CHEMBL450217	762.94	4.58	217.09	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](N)Cc4c[nH]c5ccccc45)C(=O)N	IC50	530	nM
CHEMBL450217	762.94	4.58	217.09	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](N)Cc4c[nH]c5ccccc45)C(=O)N	IC50	530	nM
CHEMBL450217	762.94	4.58	217.09	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](N)Cc4c[nH]c5ccccc45)C(=O)N	IC50	1000	nM
CHEMBL2113317	524.66	4.6	103.01	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NCCN)c(OC)c1	IC50	190	nM
CHEMBL178138	446.33	4.6	75.44	0	CCN(CC)C(=O)c1ccccc1NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl	IC50	1900	nM
CHEMBL178138	446.33	4.6	75.44	0	CCN(CC)C(=O)c1ccccc1NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl	IC50	2500	nM
CHEMBL383058	453.6	4.61	109.59	0	CCN(CC)c1nc(N)nc(CC)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	380	nM
CHEMBL383058	453.6	4.61	109.59	0	CCN(CC)c1nc(N)nc(CC)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	450	nM
CHEMBL2164825	466.79	4.61	61.44	0	CC1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)c(Cl)cc23)c4ccc(Cl)cc4)CC1	IC50	2540	nM
CHEMBL3586021	523.58	4.63	103.44	1	CCCn1cc(cn1)c2cnc(NCc3ccc4occc4c3)c(c2)C(=O)NCC5COc6ccccc6O5	IC50	150	nM
CHEMBL426905	512.67	4.63	129.86	1	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4ccccc4)n3Cc5cccs5	IC50	570	nM
CHEMBL244936	409.95	4.64	35.91	0	CC(C)N1CCC[C@H](CN2C(=Nc3ccc(cc3C2=O)c4ccc(Cl)cc4)C)C1	IC50	52	nM
CHEMBL434738	510.61	4.64	101.61	1	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(Cc4ccccc4)n3Cc5ccc(F)cc5	IC50	170	nM
CHEMBL178384	390.26	4.65	67.16	0	CCNc1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	10000	nM
CHEMBL3593635	587.11	4.66	92.79	1	COc1ccc(CNC(=O)c2cc(cnc2NCc3ccc4CCOc4c3)C5=C[C@@H]6CC[C@H](C5)N(C6)C(=O)C)cc1Cl	IC50	0.42	nM
CHEMBL2011826	568.71	4.66	90.98	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3c(C)cccc3C)cc2C1=O)C(=O)NC4CCN(Cc5ccccc5)CC4	IC50	1	nM
CHEMBL3593815	507.53	4.67	92.71	1	Cc1ccc(CNC(=O)c2cc(cnc2NCc3ccc4OCOc4c3)C#CC(C)(C)O)cc1C(F)F	IC50	0.44	nM
CHEMBL2164500	528.26	4.68	64.67	1	Clc1cc(Cl)c2c(NC(=O)C2(NC(=O)CN3CCN(CC=C)CC3)c4ccc(Cl)c(Cl)c4)c1	IC50	38	nM
CHEMBL359530	383.87	4.69	58.37	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3Cl)cc1	IC50	250	nM
CHEMBL359530	383.87	4.69	58.37	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3Cl)cc1	IC50	690	nM
CHEMBL375161	591.7	4.69	135.87	1	COc1ccc(Cn2c(Cc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)c(OC)c1	IC50	1000	nM
CHEMBL178838	383.87	4.69	58.37	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccc(Cl)cc3)cc1	IC50	6000	nM
CHEMBL178838	383.87	4.69	58.37	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccc(Cl)cc3)cc1	IC50	7100	nM
CHEMBL180722	383.87	4.69	58.37	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3cccc(Cl)c3)cc1	IC50	18500	nM
CHEMBL390503	561.68	4.71	126.63	1	COc1ccc(Cn2c(Cc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C(C)(C)N)cc1	IC50	660	nM
CHEMBL2048810	487.03	4.72	51.24	0	COc1ccc(OCC(=O)N2CCC3(CC2)CN(Cc4ccc(OCC(C)C)cc4Cl)C3)cc1	IC50	86	nM
CHEMBL204880	453.6	4.75	118.38	0	CCc1nc(N)nc(NCC(C)C)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	199	nM
CHEMBL221723	506.64	4.75	101.61	1	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(Cc4ccccc4)n3CCc5ccccc5	IC50	1000	nM
CHEMBL204880	453.6	4.75	118.38	0	CCc1nc(N)nc(NCC(C)C)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	2480	nM
CHEMBL2048816	463.63	4.76	73.91	0	CC(C)COc1ccc(CN2CC3(CCN(CC3)C(=O)Cc4nc5ccccc5s4)C2)cc1	IC50	86	nM
CHEMBL178289	428.32	4.77	58.37	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3Br)cc1	IC50	280	nM
CHEMBL178289	428.32	4.77	58.37	0	CCN(CC)c1ccc(NC(=O)c2c(C)onc2c3ccccc3Br)cc1	IC50	340	nM
CHEMBL400381	612.68	4.78	135.63	1	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@H](NC(=O)c5cnccn5)c6c[nH]c7ccccc67)c(OC)c1	IC50	18.5	nM
CHEMBL221517	551.64	4.78	147.44	1	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4ccccc4)n3Cc5ccc(cc5)[N+](=O)[O-]	IC50	1000	nM
CHEMBL397593	565.71	4.79	90.98	1	COc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C6CCOCC6)cc1	IC50	6	nM
CHEMBL1080907	437.53	4.8	56.41	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccccc5C	IC50	2.9	nM
CHEMBL1081611	437.53	4.8	56.41	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4C)c5ccccc5	IC50	14.3	nM
CHEMBL425048	445.94	4.8	99.08	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(Cl)cc4)cc3	IC50	19	nM
CHEMBL425048	445.94	4.8	99.08	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(Cl)cc4)cc3	IC50	19	nM
CHEMBL425048	445.94	4.8	99.08	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(Cl)cc4)cc3	IC50	180	nM
CHEMBL425048	445.94	4.8	99.08	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(Cl)cc4)cc3	IC50	180	nM
CHEMBL3799225	618.72	4.81	123.16	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C5=CCCCO5)[C@@H](Cc6ccccc6)NC(=O)C)cc1	IC50	3	nM
CHEMBL3799225	618.72	4.81	123.16	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C5=CCCCO5)[C@@H](Cc6ccccc6)NC(=O)C)cc1	IC50	4	nM
CHEMBL2164510	523.45	4.81	64.67	1	Cc1cc2c(NC(=O)C2(NC(=O)CN3CCN(Cc4ccccc4)CC3)c5ccc(Cl)cc5)cc1Cl	IC50	10000	nM
CHEMBL182154	458.34	4.82	75.44	0	Cc1onc(c1C(=O)Nc2ccccc2C(=O)N3CCCCC3)c4c(Cl)cccc4Cl	IC50	2200	nM
CHEMBL182154	458.34	4.82	75.44	0	Cc1onc(c1C(=O)Nc2ccccc2C(=O)N3CCCCC3)c4c(Cl)cccc4Cl	IC50	2300	nM
CHEMBL181619	558.45	4.82	93.9	1	Clc1cccc(Cl)c1c2noc(CCC3OCCCO3)c2C(=O)Nc4ccccc4C(=O)N5CCCCC5	IC50	7400	nM
CHEMBL181619	558.45	4.82	93.9	1	Clc1cccc(Cl)c1c2noc(CCC3OCCCO3)c2C(=O)Nc4ccccc4C(=O)N5CCCCC5	IC50	7500	nM
CHEMBL203578	453.6	4.83	132.36	0	CCCCCCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	6	nM
CHEMBL203578	453.6	4.83	132.36	0	CCCCCCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	62	nM
CHEMBL399446	591.7	4.83	135.87	1	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@H](NC(=O)C(C)(C)N)c5c[nH]c6ccccc56)c(OC)c1	IC50	108	nM
CHEMBL209394	498.6	4.84	138.15	0	CCc1nc(N)nc(N)c1c2ccc3c(c2)nc(c4ccccc4)n3Cc5ccc(cc5)S(=O)(=O)C	IC50	16	nM
CHEMBL209394	498.6	4.84	138.15	0	CCc1nc(N)nc(N)c1c2ccc3c(c2)nc(c4ccccc4)n3Cc5ccc(cc5)S(=O)(=O)C	IC50	249	nM
CHEMBL3645256	599.68	4.85	126.81	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@@H](Cc6ccccc6)NC=O)cc1	IC50	3	nM
CHEMBL3645256	599.68	4.85	126.81	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@@H](Cc6ccccc6)NC=O)cc1	IC50	3.4	nM
CHEMBL209443	490.62	4.85	138.15	0	CCc1nc(N)nc(N)c1c2ccc3c(c2)nc(C4CCCC4)n3Cc5ccc(cc5)S(=O)(=O)C	IC50	8	nM
CHEMBL3645256	599.68	4.85	126.81	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@@H](Cc6ccccc6)NC=O)cc1	IC50	8	nM
CHEMBL209443	490.62	4.85	138.15	0	CCc1nc(N)nc(N)c1c2ccc3c(c2)nc(C4CCCC4)n3Cc5ccc(cc5)S(=O)(=O)C	IC50	109	nM
CHEMBL364430	503.42	4.86	78.68	1	CCN(CC)c1ccc(NC(=O)c2c(CCN(C)C(=O)C)onc2c3c(Cl)cccc3Cl)cc1	IC50	19	nM
CHEMBL364430	503.42	4.86	78.68	1	CCN(CC)c1ccc(NC(=O)c2c(CCN(C)C(=O)C)onc2c3c(Cl)cccc3Cl)cc1	IC50	34	nM
CHEMBL385803	566.69	4.86	120.08	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)c(OC)c1	IC50	60	nM
CHEMBL385803	566.69	4.86	120.08	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)c(OC)c1	IC50	62	nM
CHEMBL403683	566.69	4.86	120.08	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)c(OC)c1	IC50	450	nM
CHEMBL385803	566.69	4.86	120.08	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)c(OC)c1	IC50	800	nM
CHEMBL374501	566.69	4.86	120.08	1	COc1cc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc(OC)c1	IC50	1000	nM
CHEMBL375859	536.67	4.87	110.85	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	11	nM
CHEMBL375859	536.67	4.87	110.85	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	11	nM
CHEMBL223532	536.67	4.87	110.85	1	COc1ccccc1Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N	IC50	56	nM
CHEMBL375972	536.67	4.87	110.85	1	COc1cccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)c1	IC50	78	nM
CHEMBL187427	501.4	4.87	78.67	1	CCN(CC)c1ccc(NC(=O)c2c(CN3CCCC3=O)onc2c4c(Cl)cccc4Cl)cc1	IC50	98	nM
CHEMBL187427	501.4	4.87	78.67	1	CCN(CC)c1ccc(NC(=O)c2c(CN3CCCC3=O)onc2c4c(Cl)cccc4Cl)cc1	IC50	122	nM
CHEMBL439251	536.67	4.87	110.85	1	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5ccccc5)NC(=O)C(C)(C)N)cc1	IC50	200	nM
CHEMBL375859	536.67	4.87	110.85	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	275	nM
CHEMBL252695	536.67	4.87	110.85	1	COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	1000	nM
CHEMBL182655	530.45	4.88	81.92	1	CCN(CC)c1ccc(NC(=O)c2c(CCN3CCN(C)C3=O)onc2c4c(Cl)cccc4Cl)cc1	IC50	10	nM
CHEMBL182655	530.45	4.88	81.92	1	CCN(CC)c1ccc(NC(=O)c2c(CCN3CCN(C)C3=O)onc2c4c(Cl)cccc4Cl)cc1	IC50	21	nM
CHEMBL1078982	494.65	4.88	121.7	0	CCCCc1ccc(NC(=O)Nc2ccc(cc2)S(=O)(=O)Nc3ccc(CC(C)(C)N)cc3)cc1	IC50	28	nM
CHEMBL207268	453.6	4.89	118.38	0	CCCCNc1nc(N)nc(CC)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	276	nM
CHEMBL207268	453.6	4.89	118.38	0	CCCCNc1nc(N)nc(CC)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	736	nM
CHEMBL3797531	571.67	4.9	123.74	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@H](N)Cc6ccccc6)cc1	IC50	4	nM
CHEMBL3797531	571.67	4.9	123.74	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@H](N)Cc6ccccc6)cc1	IC50	7	nM
CHEMBL3218905	512.65	4.9	75.85	1	COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(CC5CCCC5)C4)C(=O)c3n2)c6cccnc6C	IC50	12	nM
CHEMBL3799883	571.67	4.9	123.74	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@@H](N)Cc6ccccc6)cc1	IC50	150	nM
CHEMBL3799883	571.67	4.9	123.74	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@@H](N)Cc6ccccc6)cc1	IC50	320	nM
CHEMBL184093	524.48	4.91	76.83	1	CCN(CC)[C@@H]1CC[C@H](CC1)NC(=O)c2c(CCC3OCCCO3)onc2c4c(Cl)cccc4Cl	IC50	3	nM
CHEMBL428698	424.36	4.91	58.37	0	CCN(CC)[C@@H]1CC[C@H](CC1)NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl	IC50	53	nM
CHEMBL428698	424.36	4.91	58.37	0	CCN(CC)[C@@H]1CC[C@H](CC1)NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl	IC50	57	nM
CHEMBL184093	524.48	4.91	76.83	1	CCN(CC)[C@@H]1CC[C@H](CC1)NC(=O)c2c(CCC3OCCCO3)onc2c4c(Cl)cccc4Cl	IC50	87	nM
CHEMBL558181	504.62	4.91	87.79	1	Cl.NCCCCCCNC(=O)CN1C(=O)c2cc(ccc2N=C1c3ccc4ccccc4c3)c5ccccc5	IC50	200	nM
CHEMBL392902	522.68	4.91	98.54	1	CCc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H](C)N)cc1	IC50	275	nM
CHEMBL3645255	613.71	4.92	126.81	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@@H](Cc6ccccc6)NC(=O)C)cc1	IC50	1.3	nM
CHEMBL3645255	613.71	4.92	126.81	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@@H](Cc6ccccc6)NC(=O)C)cc1	IC50	2	nM
CHEMBL3645255	613.71	4.92	126.81	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@@H](Cc6ccccc6)NC(=O)C)cc1	IC50	4	nM
CHEMBL3799687	613.71	4.92	126.82	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@H](Cc6ccccc6)NC(=O)C)cc1	IC50	70	nM
CHEMBL3799687	613.71	4.92	126.82	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)c5ccccn5)[C@H](Cc6ccccc6)NC(=O)C)cc1	IC50	360	nM
CHEMBL223810	506.64	4.92	101.61	1	Cc1ccc(Cn2c(Cc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	840	nM
CHEMBL1080556	457.95	4.98	56.41	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccccc5Cl	IC50	2.1	nM
CHEMBL411055	437.57	4.98	70.67	0	CCN(CC)c1ccc(NC(=O)C2(CCc3ccccc3C2)NC(=O)OC(C)(C)C)cc1	IC50	120	nM
CHEMBL109035	549.67	4.98	98.32	1	O=C1[C@H](CCc2ccccc2)N(Cc3ccc(cc3)c4ccccc4c5nn[nH]n5)C(=O)N1CCCN6CCCC6	IC50	1100	nM
CHEMBL3319400	574.11	4.99	150.02	1	CCN(CC)CCCS(=O)(=O)c1ccc2nc(NC(=O)NC(=O)c3cc(ccc3Cl)n4cccc4)sc2c1	IC50	0.43	nM
CHEMBL1077617	612.78	5	157.4	2	CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CC(C)(C)NC[C@H](O)COc3ccc(O)cc3)cc2	IC50	13	nM
CHEMBL1077617	612.78	5	157.4	2	CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CC(C)(C)NC[C@H](O)COc3ccc(O)cc3)cc2	IC50	40	nM
CHEMBL178494	404.29	5	58.37	1	CCN(C)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	4700	nM
CHEMBL178494	404.29	5	58.37	1	CCN(C)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	5500	nM
CHEMBL1081612	455.52	5.01	56.41	1	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(c(F)c4)c5ccccc5C	IC50	9	nM
CHEMBL3581031	451.56	5.02	81.75	1	Cl.COc1ccc(Cn2c(CCc3ccccc3)nnc2[C@H](N)Cc4c[nH]c5ccccc45)cc1	IC50	1000	nM
CHEMBL240179	506.64	5.03	101.61	2	CCc1ccc(Cn2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)CN)cc1	IC50	759	nM
CHEMBL373393	545.68	5.05	117.41	2	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(Cc4c[nH]c5ccccc45)n3CCc6ccccc6	IC50	300	nM
CHEMBL181584	524.35	5.05	102.69	2	Cc1onc(c1C(=O)Nc2ccccc2C(=O)NCc3ccc4OCOc4c3)c5c(Cl)cccc5Cl	IC50	350	nM
CHEMBL221569	545.68	5.05	117.41	2	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(Cc4ccccc4)n3CCc5c[nH]c6ccccc56	IC50	700	nM
CHEMBL181584	524.35	5.05	102.69	2	Cc1onc(c1C(=O)Nc2ccccc2C(=O)NCc3ccc4OCOc4c3)c5c(Cl)cccc5Cl	IC50	4900	nM
CHEMBL3218650	492.01	5.07	62.96	1	COCCN1CCC[C@@H](CN2C(=O)c3nn(cc3N=C2c4ccccc4C)c5ccc(Cl)cc5)C1	IC50	1.1	nM
CHEMBL205450	479.5	5.07	99.08	1	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(cc4)C(F)(F)F)cc3	IC50	2.9	nM
CHEMBL205450	479.5	5.07	99.08	1	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(cc4)C(F)(F)F)cc3	IC50	97	nM
CHEMBL222710	524.63	5.09	101.61	2	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4ccccc4)n3Cc5ccc(F)cc5	IC50	400	nM
CHEMBL223323	486.65	5.09	101.61	1	CCCCCCn1c(Cc2ccccc2)nnc1[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N	IC50	470	nM
CHEMBL2170692	928.17	5.11	256.41	3	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](N)CCCCN)C(c4ccccc4)c5ccccc5)C(=O)N	IC50	1000	nM
CHEMBL185057	515.43	5.12	78.68	2	CCN(CC)c1ccc(NC(=O)c2c(CCN3CCCC3=O)onc2c4c(Cl)cccc4Cl)cc1	IC50	18	nM
